Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
SMASH N DASH,30428 SUSSEX HWY,LAUREL,19956,02/22/2021,Follow-up,,,"30428 SUSSEX HWY
LAUREL, DE 19956
(38.568803, -75.561884)"
SMASH N DASH,30428 SUSSEX HWY,LAUREL,19956,10/25/2021,Routine,5-205.15,System Maintained in Good Repair,"30428 SUSSEX HWY
LAUREL, DE 19956
(38.568803, -75.561884)"
SMASH N DASH,30428 SUSSEX HWY,LAUREL,19956,10/29/2021,Follow-up,,,"30428 SUSSEX HWY
LAUREL, DE 19956
(38.568803, -75.561884)"
SMOKIN D'Z,30511 CAVENECK RD,MILTON,19968,04/22/2021,Routine,,,"30511 CAVENECK RD
MILTON, DE 19968
(38.767267, -75.215155)"
SMOOTHIES SOUP SANDWICHES,RT 13 MARKET,LAUREL,19956,06/25/2021,Routine,6-301.11,"Handwashing Cleanser, Availability",
SMOOTHIES SOUP SANDWICHES,RT 13 MARKET,LAUREL,19956,06/25/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
SNACK SHACK,4737 CONCORD PIKE,WILMINGTON,19803,06/03/2021,Routine,,,
SNAPPY'S GRILLE,7511 FEDERALSBURG RD,BRIDGEVILLE,19933,01/22/2020,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","7511 FEDERALSBURG RD
BRIDGEVILLE, DE 19933
(38.741484, -75.607631)"
SNAPPY'S GRILLE,7511 FEDERALSBURG RD,BRIDGEVILLE,19933,04/14/2021,Routine,,,"7511 FEDERALSBURG RD
BRIDGEVILLE, DE 19933
(38.741484, -75.607631)"
SNAPPY'S GRILLE,7511 FEDERALSBURG RD,BRIDGEVILLE,19933,09/09/2021,Routine,,,"7511 FEDERALSBURG RD
BRIDGEVILLE, DE 19933
(38.741484, -75.607631)"
SNS SEAFOODS LLC,224 N MARKET  ST,WILMINGTON,19802,08/13/2021,Routine,,,"224 N MARKET  ST
WILMINGTON, DE 19802
(39.739582, -75.55185)"
SNUFF MILL RESTAURNAT,"1601 CONCORD PIKE, ST 77/99",WILMINGTON,19803,06/21/2021,Routine,,,
SOL AZTECA,21 GEOERGETOWN PLAZA,GEORGETOWN,19947,10/23/2020,Routine,,,"21 GEOERGETOWN PLAZA
GEORGETOWN, DE 19947
(38.680104, -75.396299)"
SONESTA ES SUITES WILMINGTON,240 CHAPMAN RD,NEWARK,19705,02/06/2020,Routine,,,"240 CHAPMAN RD
NEWARK, DE 19705
(39.666744, -75.681497)"
SONESTA SELECT NEWARK,48 GEOFFREY DRIVE,NEWARK,19713,07/06/2021,Routine,,,"48 GEOFFREY DRIVE
NEWARK, DE 19713
(39.687342, -75.653371)"
SONIC DRIVE IN 5402,18757 SUSSEX HWY,BRIDGEVILLE,19933,03/04/2020,Routine,6-301.12,Hand Drying Provision,"18757 SUSSEX HWY
BRIDGEVILLE, DE 19933
(38.720892, -75.589949)"
SONIC DRIVE IN 5402,18757 SUSSEX HWY,BRIDGEVILLE,19933,01/13/2021,Routine,6-301.12,Hand Drying Provision,"18757 SUSSEX HWY
BRIDGEVILLE, DE 19933
(38.720892, -75.589949)"
SONIC DRIVE IN 5402,18757 SUSSEX HWY,BRIDGEVILLE,19933,01/13/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","18757 SUSSEX HWY
BRIDGEVILLE, DE 19933
(38.720892, -75.589949)"
SONORA,2-3 CHESMAR PLAZA,NEWARK,19713,05/12/2021,Routine,,,"2-3 CHESMAR PLAZA
NEWARK, DE 19713
(39.662073, -75.726521)"
SONRISE CAFÉ @ DEEP BRANCH FAMILY CAMPGROUND,13184 EAGLE'S NEST TRAIL,MILTON,19968,06/01/2021,Routine,,,"13184 EAGLE'S NEST TRAIL
MILTON, DE 19968
(38.807415, -75.282895)"
SOUTH BETHANY SEAFOOD MARKET,33260 COASTAL HWY SEASIDE VILLAGE,BETHANY BEACH,19930,06/11/2021,Routine,,,
SOUTH FORK DELI,32890 HORSEY CHURCH RD,LAUREL,19956,02/16/2021,Routine,,,"32890 HORSEY CHURCH RD
LAUREL, DE 19956
(38.53682, -75.594045)"
SOUTHERN GRILL,23466 SUSSEX HWY,SEAFORD,19973,01/28/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","23466 SUSSEX HWY
SEAFORD, DE 19973
(38.653902, -75.594607)"
SOWL RESTAURANT LCC,601 A MARYLAND AVE,WILMINGTON,19805,10/19/2020,Routine,,,"601 A MARYLAND AVE
WILMINGTON, DE 19805
(39.738197, -75.565157)"
SPARKLES ICE CREAM LLC,16 APPLEBY RD,NEW CASTLE,19720,06/25/2021,Routine,,,"16 APPLEBY RD
NEW CASTLE, DE 19720
(39.661615, -75.641091)"
SPEEDY COUNTRY MAID,192 HRISTIANA RD,NEW CASTLE,19720,12/11/2020,Routine,,,"192 HRISTIANA RD
NEW CASTLE, DE 19720
(39.66408, -75.625673)"
SPORTS AT THE BEACH COMMISARY,22518 LEWES GEORGETOWN HWY,GEORGETOWN,19947,05/07/2021,Routine,,,"22518 LEWES GEORGETOWN HWY
GEORGETOWN, DE 19947
(38.703763, -75.353354)"
SPORTS AT THE BEACH CONCESSION STAND,11518 LEWES GEORGETOWN HWY,GEORGETOWN,19947,05/07/2021,Routine,,,
SPORTS NUT RESTAURANT & PUB,8 N PENNSYLVANIA AVE,DELMAR,19940,11/09/2021,Routine,,,"8 N PENNSYLVANIA AVE
DELMAR, DE 19940
(38.456337, -75.577898)"
SPROUTS FARMERS MARKET,4801 CONCORD PIKE,WILMINGTON,19803,02/25/2020,Routine,,,
SQUARE ONE GRILL,10 N FIRST ST,REHOBOTH BEACH,19971,02/06/2020,Routine,,,"10 N FIRST ST
REHOBOTH BEACH, DE 19971
(38.717079, -75.079034)"
SQUARE ONE GRILL,10 N FIRST ST,REHOBOTH BEACH,19971,05/05/2021,Routine,,,"10 N FIRST ST
REHOBOTH BEACH, DE 19971
(38.717079, -75.079034)"
ST MARY'S EPISCOPAL CHURCH,PO BOX 21  WILLIAMS ST,BRIDGEVILLE,19933,03/17/2020,Routine,,,
ST. ANNE'S CATHOLIC CHURCH,691 GARFIELD PKWY,BETHANY BEACH,19930,01/10/2022,Routine,,,"691 GARFIELD PKWY
BETHANY BEACH, DE 19930
(38.539784, -75.068458)"
ST. MARKS HIGH SCHOOL,2501 PIKE CREEK RD,WILMINGTON,19808,11/14/2021,Routine,,,"2501 PIKE CREEK RD
WILMINGTON, DE 19808
(39.712868, -75.685146)"
ST. PATRICK'S CENTER,107 E 14TH STREET,WILMINGTON,19801,08/09/2021,Routine,,,"107 E 14TH STREET
WILMINGTON, DE 19801
(39.748568, -75.544042)"
ST.PATRICKS'S SENIOR CENTER (CITY FARE),1414 N KING STREET,WILMINGTON,19801,07/08/2021,Routine,,,"1414 N KING STREET
WILMINGTON, DE 19801
(39.74934, -75.544156)"
STARBUCKS @ SAFEWAY #4030,2400 PEOPLES PLAZA,NEWARK,19702,01/27/2021,Routine,,,"2400 PEOPLES PLAZA
NEWARK, DE 19702
(39.600574, -75.751148)"
STARBUCKS COFFEE,301 REHOBOTH AVE,REHOBOTH BEACH,19971,08/11/2021,Routine,,,"301 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.71564, -75.086398)"
STARBUCKS COFFEE @ TARGET 2875,3140 KIRKWOOD HWY,WILMINGTON,19808,03/10/2021,Routine,,,"3140 KIRKWOOD HWY
WILMINGTON, DE 19808
(39.737325, -75.623925)"
STARBUCKS COFFEE COMPANY,200 EDEN CIRCLE,BEAR,19701,09/22/2021,Routine,,,"200 EDEN CIRCLE
BEAR, DE 19701
(39.633765, -75.656055)"
STARBUCKS COFFEE COMPANY,201 COLLEGE PARK LANE,GEORGETOWN,19947,02/17/2020,Routine,,,
STARBUCKS COFFEE COMPANY,201 COLLEGE PARK LANE,GEORGETOWN,19947,08/27/2021,Routine,,,
STARBUCKS COFFEE COMPANY,2160 NEW CASTLE AVE,NEW CASTLE,19720,09/13/2021,Routine,,,"2160 NEW CASTLE AVE
NEW CASTLE, DE 19720
(39.693968, -75.554469)"
STARBUCKS COFFEE COMPANY,2201 FARRAND DRIVE,WILMINGTON,19808,02/04/2020,Routine,,,"2201 FARRAND DRIVE
WILMINGTON, DE 19808
(39.727378, -75.648919)"
STARBUCKS COFFEE COMPANY,27 CHRISTIANA RD,NEW CASTLE,19720,09/29/2021,Routine,,,"27 CHRISTIANA RD
NEW CASTLE, DE 19720
(39.665459, -75.606464)"
STARGATE PIZZA REST.,9634 HICKORY LANE,GREENWOOD,19950,04/07/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"9634 HICKORY LANE
GREENWOOD, DE 19950
(38.814426, -75.584937)"
STARGATE PIZZA REST.,9634 HICKORY LANE,GREENWOOD,19950,04/07/2021,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","9634 HICKORY LANE
GREENWOOD, DE 19950
(38.814426, -75.584937)"
STOCKLEY TAVERN,26072 DUPONT BLVD,GEORGETOWN,19947,07/14/2021,Routine,4-302.12,Food Temperature Measuring Devices,"26072 DUPONT BLVD
GEORGETOWN, DE 19947
(38.630024, -75.346512)"
STOCKLEY TAVERN,26072 DUPONT BLVD,GEORGETOWN,19947,07/14/2021,Routine,7-207.11,Restriction and Storage-Medicines,"26072 DUPONT BLVD
GEORGETOWN, DE 19947
(38.630024, -75.346512)"
STOCKLEY TAVERN,26072 DUPONT BLVD,GEORGETOWN,19947,07/14/2021,Routine,5-205.15,System Maintained in Good Repair,"26072 DUPONT BLVD
GEORGETOWN, DE 19947
(38.630024, -75.346512)"
STOCKLEY TAVERN MOBILE UNIT,26072 DUPONT BLVD,GEORGETOWN,19947,10/19/2021,Routine,,,"26072 DUPONT BLVD
GEORGETOWN, DE 19947
(38.630024, -75.346512)"
STR CHEF FOR HIRE LLC,4 VAN DYKE DRIVE,WILMINGTON,19809,06/07/2021,Routine,,,"4 VAN DYKE DRIVE
WILMINGTON, DE 19809
(39.758031, -75.505914)"
STR CHEF FOR HIRE LLC,4 VAN DYKE DRIVE,WILMINGTON,19809,06/07/2021,Routine,,,"4 VAN DYKE DRIVE
WILMINGTON, DE 19809
(39.758031, -75.505914)"
"STREET KITCHEN, THE",105 GARFIELD PKWY,BETHANY BEACH,19930,10/22/2021,Routine,,,"105 GARFIELD PKWY
BETHANY BEACH, DE 19930
(38.538483, -75.055767)"
STU & SAMMY'S,111 W 10TH ST STALL #5,WILMINGTON,19801,01/21/2020,Routine,,,"111 W 10TH ST STALL #5
WILMINGTON, DE 19801
(39.745993, -75.548859)"
SUBWAY,126 BROADKILL RD,MILTON,19968,08/13/2021,Routine,,,"126 BROADKILL RD
MILTON, DE 19968
(38.788113, -75.31391)"
SUBWAY,23-A REHOBOTH AVE,REHOBOTH BEACH,19971,10/18/2021,Routine,,,"23-A REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716702, -75.077225)"
SUBWAY,30182 SUSSEX HWY,LAUREL,19956,02/25/2020,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","30182 SUSSEX HWY
LAUREL, DE 19956
(38.579075, -75.568259)"
SUBWAY,30182 SUSSEX HWY,LAUREL,19956,09/02/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","30182 SUSSEX HWY
LAUREL, DE 19956
(38.579075, -75.568259)"
SUBWAY #22952,"5 COLLEGE PARK LANE, SUITE 15",GEORGETOWN,19947,03/12/2020,Routine,,,"5 COLLEGE PARK LANE, SUITE 15
GEORGETOWN, DE 19947
(38.701603, -75.403551)"
SUBWAY #22952,"5 COLLEGE PARK LANE, SUITE 15",GEORGETOWN,19947,09/01/2021,Routine,,,"5 COLLEGE PARK LANE, SUITE 15
GEORGETOWN, DE 19947
(38.701603, -75.403551)"
SUBWAY AT WALMART,4493 HWY ONE,REHOBOTH BEACH,19971,01/29/2020,Follow-up,2-101.11,Assignment of Responsibility,"4493 HWY ONE
REHOBOTH BEACH, DE 19971
(38.699456, -75.078404)"
SUGAR BEET MARKET,201 WATERSIDE DR,BRIDGEVILLE,19933,03/08/2021,Routine,,,"201 WATERSIDE DR
BRIDGEVILLE, DE 19933
(38.986663, -75.511719)"
SUGAR SHACK,100 GARFIELD PARKWAY #4,BETHANY BEACH,19930,06/08/2021,Routine,,,"100 GARFIELD PARKWAY #4
BETHANY BEACH, DE 19930
(38.538332, -75.055539)"
SUITE 4 ELEVEN,411 SOUTH WALNUT STREET,WILMINGTON,19801,11/19/2020,Routine,,,"411 SOUTH WALNUT STREET
WILMINGTON, DE 19801
(39.732099, -75.553233)"
SUMMER HOUSE RESTAURANT,228 REHOBOTH AVE,REHOBOTH BEACH,19971,10/25/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","228 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715778, -75.083438)"
SUMMER HOUSE RESTAURANT,228 REHOBOTH AVE,REHOBOTH BEACH,19971,10/25/2021,Routine,5-201.11,Approved-Materials,"228 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715778, -75.083438)"
SUMMER HOUSE RESTAURANT,228 REHOBOTH AVE,REHOBOTH BEACH,19971,10/25/2021,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"228 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715778, -75.083438)"
SUMMER SALTS BEACH GRILL,33548 MARKET PLACE AT SEA COLONY,BETHANY BEACH,19930,01/07/2020,Routine,7-201.11,Separation-Storage,"33548 MARKET PLACE AT SEA COLONY
BETHANY BEACH, DE 19930
(38.527072, -75.057568)"
SUMMER SALTS BEACH GRILL,33548 MARKET PLACE AT SEA COLONY,BETHANY BEACH,19930,05/24/2021,Routine,7-201.11,Separation-Storage,"33548 MARKET PLACE AT SEA COLONY
BETHANY BEACH, DE 19930
(38.527072, -75.057568)"
SUMMER SALTS BEACH GRILL,33548 MARKET PLACE AT SEA COLONY,BETHANY BEACH,19930,11/23/2021,Routine,,,"33548 MARKET PLACE AT SEA COLONY
BETHANY BEACH, DE 19930
(38.527072, -75.057568)"
SUMMIT TAVERN,4390 SUMMIT BRIDGE RD,MIDDLETOWN,19709,08/11/2021,Routine,,,"4390 SUMMIT BRIDGE RD
MIDDLETOWN, DE 19709
(39.515808, -75.712683)"
SUNNY BAY CAFÉ,236 REHOBOTH AVE,REHOBOTH BEACH,19971,04/30/2021,Routine,,,"236 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715708, -75.084114)"
SUNRISE RESTAURANT,2300 HIGHWAY ONE,DEWEY  BEACH,19971,06/04/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","2300 HIGHWAY ONE
DEWEY  BEACH, DE 19971
(38.69735, -75.075458)"
SUNSET RESTAURANT MOBILE,3007 NEW CASTLE AVE,NEW CASTLE,19720,12/14/2021,Routine,,,"3007 NEW CASTLE AVE
NEW CASTLE, DE 19720
(39.700435, -75.552195)"
SUNSHINE CREPES,100 GARFIELD PKY,BETHANY BEACH,19930,04/23/2021,Routine,,,"100 GARFIELD PKY
BETHANY BEACH, DE 19930
(38.538332, -75.055539)"
SUPER G,220 TOWN CENTER DRIVE,MILLVILLE,19967,01/02/2020,Routine,,,
SURF BAGEL AM,18675 COASTAL HWY,REHOBOTH BEACH,19971,02/05/2020,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","18675 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.735652, -75.139453)"
SURF BAGEL AND DELI,17382 COASTAL HWY,LEWES,19958,02/05/2020,Routine,,,"17382 COASTAL HWY
LEWES, DE 19958
(38.748753, -75.177733)"
SURF BAGEL AND DELI,17382 COASTAL HWY,LEWES,19958,04/05/2021,Routine,5-204.11,Handwashing Sinks-Location and Placement,"17382 COASTAL HWY
LEWES, DE 19958
(38.748753, -75.177733)"
SURF BAGEL AND DELI,17382 COASTAL HWY,LEWES,19958,04/05/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","17382 COASTAL HWY
LEWES, DE 19958
(38.748753, -75.177733)"
SURF BAGEL AND DELI,17382 COASTAL HWY,LEWES,19958,04/05/2021,Routine,3-201.11,Compliance with Food Law,"17382 COASTAL HWY
LEWES, DE 19958
(38.748753, -75.177733)"
SURF'S UP,100 GARFIELD PKWY,BETHANY BEACH,19930,03/12/2021,Routine,,,"100 GARFIELD PKWY
BETHANY BEACH, DE 19930
(38.538332, -75.055539)"
"SURREAL CREAMERY ATDF, INC",93 E MAIN ST,NEWARK,19711,12/01/2021,Routine,,,"93 E MAIN ST
NEWARK, DE 19711
(39.683312, -75.749617)"
SUSSEX ACADEMY OF ARTS & SCIENCES,21150 AIRPORT RD,GEORGETOWN,19947,03/12/2020,Routine,,,"21150 AIRPORT RD
GEORGETOWN, DE 19947
(38.697968, -75.36714)"
SUSSEX ACADEMY OF ARTS & SCIENCES,21150 AIRPORT RD,GEORGETOWN,19947,09/22/2021,Routine,,,"21150 AIRPORT RD
GEORGETOWN, DE 19947
(38.697968, -75.36714)"
SUSSEX CENTRAL HIGH SCHOOL,26026 PATRIOT WAY,GEORGETOWN,19947,09/21/2021,Routine,,,"26026 PATRIOT WAY
GEORGETOWN, DE 19947
(38.630759, -75.324227)"
SUSSEX TECH HIGH CAFETERIA,BOX 351    HWY 9,GEORGETOWN,19947,03/05/2020,Routine,,,
SUSSEX TECH HIGH CAFETERIA,BOX 351    HWY 9,GEORGETOWN,19947,09/30/2021,Routine,,,
SWEET CREAM LLC,1404 N DUPONT ST,WILMINGTON,19806,03/02/2021,Routine,,,"1404 N DUPONT ST
WILMINGTON, DE 19806
(39.75675, -75.563332)"
SWEET LUCY'S,3201 CONCORD PIKE,WILMINGTON,19803,02/28/2020,Routine,,,
SYDNEY'S RESTAURANT AND LOUNGE,16388 SAMUEL PAYNTER,MILTON,19968,05/06/2020,Routine,,,"16388 SAMUEL PAYNTER
MILTON, DE 19968
(38.76448, -75.216782)"
SYNERGY CAFÉ,16 W CHURCH ST,SELBYVILLE,19975,01/28/2020,Routine,,,"16 W CHURCH ST
SELBYVILLE, DE 19975
(38.459982, -75.222102)"
TACO BELL,19010 COASTAL HWY,REHOBOTH BEACH,19971,08/09/2021,Routine,,,"19010 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.729356, -75.131036)"
TACO BELL,311 N DUAL HWY,SEAFORD,19973,02/13/2020,Routine,,,
TACO BELL #040061,582 MIDDLETOWN WARWICK RD,MIDDLETOWN,19709,01/06/2022,Routine,,,"582 MIDDLETOWN WARWICK RD
MIDDLETOWN, DE 19709
(39.451011, -75.726097)"
TACO GRANDE,600 JUSTISON ST,WILMINGTON,19801,05/28/2021,Routine,,,"600 JUSTISON ST
WILMINGTON, DE 19801
(39.733713, -75.56184)"
TACO HOUSE & PIZZA,1727 W 4TH ST,WILMINGTON,19805,05/05/2021,Routine,,,"1727 W 4TH ST
WILMINGTON, DE 19805
(39.748259, -75.570533)"
TACO REHO,18784 COASTAL HWY,REHOBOTH BEACH,19971,10/20/2021,Routine,,,"18784 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.733443, -75.136496)"
TACO ZAVALA,42 GREEN BRIDGE DR,NEWARK,19713,10/01/2021,Routine,,,"42 GREEN BRIDGE DR
NEWARK, DE 19713
(39.64584, -75.721412)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,4-302.12,Food Temperature Measuring Devices,"30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,7-101.11,"Identifying Information, Prominence-Original Containers","30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,03/02/2021,Follow-up,,,"30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,09/09/2021,Complaint,,,"30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,10/25/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS CHABELITA,30661 W SUSSEX HWY,LAUREL,19956,10/25/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","30661 W SUSSEX HWY
LAUREL, DE 19956
(38.563117, -75.558091)"
TACOS EL GORDO MOBILE,118 N RACE ST,GEORGETOWN,19947,02/12/2021,Routine,,,"118 N RACE ST
GEORGETOWN, DE 19947
(38.692309, -75.38667)"
TACOS LOS CHAVALOS,1220 CENTERVILLE RD,WILMINGTON,19808,02/28/2020,Routine,,,"1220 CENTERVILLE RD
WILMINGTON, DE 19808
(39.731966, -75.619845)"
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,6-301.12,Hand Drying Provision,
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,2-301.14,When to Wash,
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,3-501.18,"Ready-To-Eat Time/Temperature Control for Safety Food, Disposition",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,2-102.11,Demonstration of Knowledge,
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,6-501.111,Controlling Pests,
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,7-202.12,Conditions of Use,
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,3-101.11,"Safe, Unadulterated and Honestly Presented",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/20/2021,Routine,3-304.11,"Food Contact with Equipment, Utensils, and Linens",
TAQUERIA LA MICHOACANA,POB  803,SELBYVILLE,19975,08/23/2021,Follow-up,,,
TASTE EVENTS,761 GARFIELD PKWY,BETHANY BEACH,19930,08/18/2021,Routine,,,"761 GARFIELD PKWY
BETHANY BEACH, DE 19930
(38.540292, -75.070757)"
TASTE OF CHINA,38650 SUSSEX HWY,DELMAR,19940,07/21/2021,Routine,,,"38650 SUSSEX HWY
DELMAR, DE 19940
(38.457272, -75.558336)"
TASTE OF THE SOUTH BISTRO,"36908 SILICATO DRIVE, SUITE 13",MILLSBORO,19966,02/24/2021,Routine,,,"36908 SILICATO DRIVE, SUITE 13
MILLSBORO, DE 19966
(38.634517, -75.195586)"
TASTE OF THE SOUTH BISTRO,"36908 SILICATO DRIVE, SUITE 13",MILLSBORO,19966,02/24/2021,Routine,,,"36908 SILICATO DRIVE, SUITE 13
MILLSBORO, DE 19966
(38.634517, -75.195586)"
TASTEA,74 EAST MAIN STREET,NEWARK,19711,04/06/2021,Routine,,,"74 EAST MAIN STREET
NEWARK, DE 19711
(39.683252, -75.750367)"
TASTIES 302,825 N MARKET ST,WILMINGTON,19801,02/06/2020,Routine,5-204.11,Handwashing Sinks-Location and Placement,"825 N MARKET ST
WILMINGTON, DE 19801
(39.744046, -75.548816)"
TASTING ROOM @ DOGFISH,6 CANNERY VILLAGE CENTER,MILTON,19966,08/17/2021,Routine,,,"6 CANNERY VILLAGE CENTER
MILTON, DE 19966
(38.767476, -75.313462)"
TELAMON HEAD START @ DUNBAR SCHOOL,1110 WEST 6TH ST,LAUREL,19956,03/13/2020,Routine,,,"1110 WEST 6TH ST
LAUREL, DE 19956
(38.556723, -75.581167)"
TEQUILA REAL MEXICAN GRILL,122 MULBERRY ST,MILTON,19968,01/29/2020,Routine,3-501.14,Cooling,"122 MULBERRY ST
MILTON, DE 19968
(38.778004, -75.313356)"
TEQUILA REAL MEXICAN GRILL,122 MULBERRY ST,MILTON,19968,01/29/2020,Routine,3-501.14,Cooling,"122 MULBERRY ST
MILTON, DE 19968
(38.778004, -75.313356)"
TERIYAKI MADNESS,3311 CONCORD PIKE,WILMINGTON,19803,03/04/2020,Routine,,,
TERRACE CAFÉ AT DUPONT EXPERIMENT,200 POWER MILL ROAD,WILMINGTON,19803,12/29/2021,Routine,,,"200 POWER MILL ROAD
WILMINGTON, DE 19803
(39.773238, -75.576628)"
TEXAS ROADHOUSE,30181 COMMERCE DR,MILLSBORO,19966,03/10/2021,Routine,,,"30181 COMMERCE DR
MILLSBORO, DE 19966
(38.572453, -75.28612)"
TEXAS ROADHOUSE,30181 COMMERCE DR,MILLSBORO,19966,04/23/2021,Routine,,,"30181 COMMERCE DR
MILLSBORO, DE 19966
(38.572453, -75.28612)"
THAT KITCHEN MOBILE UNIT,4633 WHITE DEER RD,DELMAR,19940,11/10/2020,Routine,,,"4633 WHITE DEER RD
DELMAR, DE 19940
(38.482405, -75.668714)"
THAT KITCHEN MOBILE UNIT,4633 WHITE DEER RD,DELMAR,19940,10/27/2021,Routine,,,"4633 WHITE DEER RD
DELMAR, DE 19940
(38.482405, -75.668714)"
THE BELLMOOR,6 CHRISTIAN ST,REHOBOTH BEACH,19971,03/06/2020,Routine,,,"6 CHRISTIAN ST
REHOBOTH BEACH, DE 19971
(38.714859, -75.082348)"
